id_Anel1,ID_Anel_Anel1,ID_Frag_1_Anel1,ID_Frag_2_Anel1,ID_Frag_3_Anel1,ID_Ponte,id_Anel2,ID_Anel_Anel2,ID_Frag_1_Anel2,ID_Frag_2_Anel2,ID_Frag_3_Anel2,smiles,lambda_max_previsto,incerteza_std
6893,35,9,18,5,3,4713,24,23,17,1,CCNC1C(C(F)(F)F)CC(N(C)C)N1C=CC(=O)CC(=O)C=CC1C(Cl)NC(C(=O)OCC)C1N(CC)CC,472.5383907401958,11.114747006074278
5514,28,23,2,25,4,4531,23,5,10,20,CCNN1OC(C=CC2(Cl)CC([O][Na])CC2S(=O)(=O)[O][Na])C(=N)C1[SH](=O)=O,472.5212090258195,21.014799072808827
5005,26,10,3,6,8,7102,36,2,14,23,CCNC1C(=CC=C2SC(S(=O)(=O)[O][Na])C(C)C2[N+](=O)O)OC([SH](=O)=O)C1C(=O)O,472.4655409821372,19.76043181896983
272,2,21,10,8,3,7593,38,21,10,10,O=NC1:C:C:C(C=CC(=O)CC(=O)C=CC2(Br)SC(S(=O)(=O)[O][Na])CC2S(=O)(=O)[O][Na]):C(Br):C:1S(=O)(=O)[O][Na],472.4558816198867,18.18214117157042
1423,8,24,25,19,5,5764,29,9,17,21,CCN(CC)[SH]1(=NC2:C:C(C(C)C):O:C(=N):C:2C(=O)[O][Na])NCC(C(F)(F)F)C1Br,472.4305759431797,17.23797062796442
5906,30,8,20,19,4,5682,29,5,22,16,O=NN1CN([O][Na])C(C(=O)[O][Na])C1C=CS1(Cl)CC(CN(CC(=O)O)CC(=O)O)C(S(=O)(=O)O)N1,472.4104807419987,31.92812261284639
313,2,16,25,18,11,4621,24,22,15,25,CCOC(=O)C1:C(C#CN2C(=N)C(=C(C#N)C#N)CC2S(=O)(=O)O):C:C(CN(CC(=O)O)CC(=O)O):C:C:1=N,472.3974873235193,21.65042391483127
2520,13,17,5,11,1,6986,35,22,16,12,NC1:C(N=NC2(S(=O)(=O)O)C(O)CNC2CN(CC(=O)O)CC(=O)O):C(C(F)(F)F):C:C:S:1Cl,472.3872422556009,26.19227008771599
836,5,13,16,15,6,1656,9,25,8,23,CCNC1:C:C(=CC2:C:C(=C(C#N)C#N):C(CN(CC(=O)O)CC(=O)O):C(NC(C)=O):S:2):O:C(=N):C:1N=O,472.3796418473536,14.136416970226698
6771,34,16,13,3,2,1231,7,8,16,24,CC(=O)NC1CN(CN(CC(=O)O)CC(=O)O)CC1(C)C=CC(=O)C1(N=O):C:C(C(C)C):O:C:C:1CN(CC(=O)O)CC(=O)O,472.372947242027,27.342775911070035
7310,37,23,10,1,1,5167,26,19,19,16,CCNC1C(S(=O)(=O)[O][Na])OCC1(N=NS1(C(=O)[O][Na])CC(CN(CC(=O)O)CC(=O)O)CC1C(=O)[O][Na])N(C)C,472.3408747043935,22.917998029281843
2547,13,4,11,7,2,4480,23,14,25,15,CCC1:C(N):C:S:C(OC):C:1C=CC(=O)C1CC(C(=O)O)C(=N)C1=C(C#N)C#N,472.3380978187994,20.953485450623752
1102,6,19,22,11,12,6351,32,25,23,25,CCNN1C[SH](=N)(C#CC#CC2:B:C(C(=O)[O][Na]):C(S(=O)(=O)O):C:C:2N)CC1=N,472.33424371822184,12.753215855085564
2832,15,1,2,19,8,2792,14,25,11,19,CN(C)C1:S:C([SH](=O)=O):C:C(C(=O)[O][Na]):C:1=CC=C1:C:C(C(=O)[O][Na]):C:S(N):C:1=N,472.30214139931667,25.170096049950025
2761,14,26,13,26,17,832,5,25,8,11,CC(=O)NC1:S:C(=O):C:C(C=CC=CC=CC=CS2:C:C(N):C(N=O):C:C:2=N):C:1=O,472.2507091929392,28.00574702717938
4025,21,12,15,7,20,6797,34,24,17,9,CCN(CC)C1CC(C=CC(C)=CC2:C:S(OC):C:C(=C(C#N)C#N):S:2O)(C(C)C)NC1C(F)(F)F,472.23397702532645,14.74367522485199
261,2,13,11,24,16,1676,9,23,21,8,CCNC1(C=CC=CC=CC2:C:C:C(C(C)C):C(N):C:2NC(C)=O):C:C(N=O):C(Br):C:O:1,472.2180627526321,20.22214895993045
2341,12,4,8,9,2,4398,22,25,9,12,CCC1:N:C(N=O):C(N(CC)CC):C:C:1C=CC(=O)C1=C(O)C(N(CC)CC)=CC1=N,472.190710809239,9.47969377919397
8854,45,21,24,25,12,5802,30,22,4,22,CCN1CC(S(=O)(=O)O)N(C#CC#CC2:C:C(=N):C(C(C)C):S(Br):S:2)C1S(=O)(=O)O,472.1586172795645,21.240749055301517
9162,46,9,10,22,19,4419,23,25,25,25,CCN(CC)C1:N:C(S(=O)(=O)[O][Na]):C(S(=O)(=O)O):C(C(=N)C2CC(=N)C(=N)C2=N):O:1,472.14732454531975,26.305369882597347
3170,16,17,20,2,2,6553,33,25,20,17,N=C1C(C(=O)C=CC2:C:N:C([SH](=O)=O):C([O][Na]):N:2C(F)(F)F)C(C(F)(F)F)C[SH]1[O][Na],472.11270994965446,20.89392182835362
2250,12,4,1,23,9,7598,38,24,23,15,CCNC1:C:C(N(C)C):N:C(CC):C:1C1(C(C)C)CCC(=C(C#N)C#N)[SH]1NCC,472.0731455261165,12.86863030687397
8329,42,8,17,20,4,8404,43,22,15,9,CCN(CC)C1:C:N(C=CC2:C:C([O][Na]):C(C(F)(F)F):S(N=O):O:2):N:C(S(=O)(=O)O):C:1=C(C#N)C#N,472.0678439073755,18.35025671451615
4145,21,21,21,1,5,9411,48,10,14,23,CCNC1C(C(=O)O)[SH](S(=O)(=O)[O][Na])CS1=NC1:C:S(N(C)C):C(Br):C:S:1Br,471.9639718693421,26.407192961449113
3011,16,20,25,20,11,8803,45,9,21,13,CCN(CC)S1:C(Br):C:C(NC(C)=O):C:S:1C#CC1:N:C([O][Na]):C(=N):N:C:1[O][Na],471.95727290514895,27.166489182481207
4798,24,16,21,9,20,5239,27,12,14,12,CCN(CC)C1C(C=C(C)C=CN2C(O)CC(C(=O)O)N2O)NC(CN(CC(=O)O)CC(=O)O)C1Br,471.95561155145805,22.06152076964589
3911,20,21,26,13,16,7009,36,24,25,5,CC(=O)NC1:C(C=CC=CC=CC2(C(C)C)OC(=N)CC2Cl):O:C(Br):C:S:1=O,471.85179707619784,32.23792284661067
332,2,26,17,6,11,4394,22,15,14,19,N#CC(C#N)=C1C(C(=O)O)=CC(C(=O)[O][Na])=C1C#CC1:C([N+](=O)O):C:C:C(C(F)(F)F):C:1=O,471.8352119537443,29.60820416672216
213,2,2,6,16,11,57,1,8,25,2,N=C1C([SH](=O)=O)=CC(C#CC2:C:C([SH](=O)=O):C:C([N+](=O)O):C:2CN(CC(=O)O)CC(=O)O)=C1N=O,471.812309116899,19.501671400066325
6010,31,13,20,10,18,6798,34,1,22,19,CC(=O)NC1OC(NCC2(N(C)C)NCC(S(=O)(=O)O)C2C(=O)[O][Na])C(S(=O)(=O)[O][Na])N1[O][Na],471.80945933908725,18.246777770328347
5660,29,4,16,23,9,6876,35,13,17,18,CCNC1C(CN(CC(=O)O)CC(=O)O)N(CC)SC1C1(NC(C)=O)CN(C(F)(F)F)CC1C(=O)OCC,471.77368411166935,18.194651395638594
1827,10,25,16,4,16,1734,9,18,8,17,CCOC(=O)C1:O:C(C=CC=CC=CC2:C(CC):N(CN(CC(=O)O)CC(=O)O):C:C:C:2=N):C:C(C(F)(F)F):C:1N=O,471.77027181588767,14.807978863797738
6788,34,24,16,4,13,2258,12,23,9,2,CCNC1:N:C(C=CC=CC2CN(C(C)C)C(CN(CC(=O)O)CC(=O)O)C2CC):C:C([SH](=O)=O):C:1N(CC)CC,471.76910233012876,11.558016152494151
4878,25,26,10,11,4,5246,27,10,20,25,N=C1CN(C=CC2(N)OC(=O)CC2S(=O)(=O)[O][Na])N(S(=O)(=O)[O][Na])C1[O][Na],471.7582066069719,20.19653184891167
5716,29,20,20,25,12,7471,38,13,22,25,CC(=O)NC1(C#CC#CC2C(=N)C([O][Na])N[SH]2[O][Na])C(=N)CC[SH]1S(=O)(=O)O,471.7187159868175,21.473255648830932
3434,18,13,13,12,11,2970,15,14,2,20,CC(=O)NC1:C:N:C(C#CC2(C(=O)O):C:C:C([O][Na]):C([SH](=O)=O):S:2):C(O):S:1NC(C)=O,471.652600419295,28.95997659479228
4763,24,16,11,22,8,987,5,21,23,6,CCNC1:C([N+](=O)O):C:C:S(=CC=C2NC(CN(CC(=O)O)CC(=O)O)C(N)C2S(=O)(=O)O):C:1Br,471.6448950942307,8.642361699614417
9307,47,16,5,10,10,7347,37,23,11,13,CCNC1OC(N)C(NC(C)=O)C1=C1:O:C(CN(CC(=O)O)CC(=O)O):S(Cl):C:C:1S(=O)(=O)[O][Na],471.61672606109533,27.736053816419584
1416,8,1,1,2,15,5758,29,12,13,5,CC(=O)NC1CC(Cl)S(O)(CC=CC=CC2:C:C([SH](=O)=O):O:C(N(C)C):C:2N(C)C)N1,471.60621992173265,22.753151862919747
2343,12,9,6,9,14,4436,23,18,21,5,CCOC(=O)C1(OC2:C(N(CC)CC):N:C:C([N+](=O)O):C:2N(CC)CC)CCC(Cl)C1Br,471.5579660649255,11.229864707296167
408,3,19,25,19,19,1231,7,8,16,24,CC(C)C1:C:C(N=O)(C(=N)C2:N:C(C(=O)[O][Na]):C(=N):C:C:2C(=O)[O][Na]):C(CN(CC(=O)O)CC(=O)O):C:O:1,471.5089790507339,26.340228808458278
2388,12,6,4,2,17,8583,43,11,17,16,CCN1:C:C:C([SH](=O)=O):C(C=CC=CC=CC=CN2:C:C(CN(CC(=O)O)CC(=O)O):C:C(C(F)(F)F):N:2N):C:1[N+](=O)O,471.5066580069013,28.39162821042934
320,2,12,26,6,20,259,2,21,19,8,CC(C=CC1:C:C(Br):C(C(=O)[O][Na]):C(N=O):C:1)=CC1:C:C:C([N+](=O)O):C(=O):C:1O,471.5000433774268,24.89841512908929
6817,35,19,17,3,2,1076,6,10,18,5,CCOC(=O)C1:C:C(S(=O)(=O)[O][Na]):B(C(=O)C=CC2(C)CC(C(=O)[O][Na])N(C(F)(F)F)C2):C:C:1Cl,471.4767496089347,16.585046512572546
4091,21,10,11,10,4,8445,43,2,17,4,CCC1:C:N(C=CC2:S:C(S(=O)(=O)[O][Na]):C:S(N):C:2S(=O)(=O)[O][Na]):N([SH](=O)=O):C:C:1C(F)(F)F,471.4598200708677,13.916689161681843
288,2,17,10,7,2,7475,38,19,22,25,COC1:C(C=CC(=O)C2(C(=O)[O][Na])CCC(=N)[SH]2S(=O)(=O)O):C:C:C(C(F)(F)F):C:1S(=O)(=O)[O][Na],471.4020124441432,14.704395409271248
1537,8,1,13,1,15,1944,10,16,21,12,CC(=O)NC1:O:C(N(C)C):C:C(C=CC=CCC2(CN(CC(=O)O)CC(=O)O):C:C:N(Br):C(O):C:2):C:1N(C)C,471.3808122174323,16.91575671038984
8541,43,7,19,7,8,8957,45,13,11,14,COC1:C(C(=O)[O][Na]):C:N:N(OC):C:1=CC=S1(NC(C)=O):C:C(C(=O)O):C(N):C:S:1,471.35804549440155,31.638784372657355
6255,32,18,2,21,2,2638,14,6,10,23,CCNC1:C:C(C(=O)C=CC2C(Br)N([SH](=O)=O)C[SH]2C(=O)OCC):C([N+](=O)O):S:C:1S(=O)(=O)[O][Na],471.3442930096553,14.085412855563792
2119,11,21,24,14,20,6505,33,21,25,13,CC(=O)NC1C(=N)SCC1(Br)C=CC(C)=CC1:C(C(=O)O):C:N:C(C(C)C):C:1Br,471.3433276804095,22.691993440499775
3874,20,10,23,8,12,2359,12,17,8,7,CCNC1:S:C(N=O):C(C#CC#CC2:C:C(OC):C(N=O):C:N:2C(F)(F)F):O:C:1S(=O)(=O)[O][Na],471.32818651277904,19.20049126635031
651,4,25,7,24,3,6536,33,8,2,10,COC1:C:C(C(C)C):C(C=CC(=O)CC(=O)C=CC2C(N=O)[SH]([SH](=O)=O)CC2S(=O)(=O)[O][Na]):O:C:1=N,471.32032998719177,25.393376274727235
1064,6,3,23,2,12,8926,45,1,16,24,CCNC1:C:C([SH](=O)=O):C(C#CC#CS2(N(C)C):C:C:C:C(C(C)C):S:2CN(CC(=O)O)CC(=O)O):B:C:1C,471.3171081097272,25.4744036745987
6186,31,1,19,18,5,9487,48,18,21,20,CCOC(=O)C1(N=[SH]2(C(=O)OCC)C([O][Na])CSC2Br)OC(N(C)C)NC1C(=O)[O][Na],471.3150462026189,24.345706271997983
2836,15,25,22,9,12,1741,9,5,17,13,CCN(CC)C1:C(C#CC#CC2(Cl):C:C(NC(C)=O):C:C(C(F)(F)F):O:2):C:S:C(=N):C:1S(=O)(=O)O,471.2303417011475,9.954050040612966
6536,33,8,2,10,14,1759,9,20,7,20,COC1:C:C([O][Na]):C:C([O][Na])(OC2(S(=O)(=O)[O][Na])CC(N=O)[SH]([SH](=O)=O)C2):O:1,471.1822114325443,18.465603324417295
3485,18,18,25,5,16,1404,8,22,2,20,CCOC(=O)N1:C(C=CC=CC=CC2(S(=O)(=O)O):C:C([O][Na]):C:O:C:2[SH](=O)=O):C(Cl):S:C:C:1=N,471.1817427284592,21.18244984850719
2693,14,16,16,17,12,376,2,21,9,2,CCN(CC)C1:C:C(Br):C(C#CC#CC2:C(CN(CC(=O)O)CC(=O)O):C:S(CN(CC(=O)O)CC(=O)O):C:C:2C(F)(F)F):C:C:1[SH](=O)=O,471.16550910860605,13.331165314373486
2139,11,2,19,11,4,2202,12,16,22,4,CCC1:C:C(C=CC2:C(N):C:N(C(=O)[O][Na]):C:C:2[SH](=O)=O):N(CN(CC(=O)O)CC(=O)O):C(S(=O)(=O)O):C:1,471.1618228162959,27.528011084591572
266,2,22,22,13,4,2419,13,9,11,22,CCN(CC)C1:C(C=CC2:C:C(NC(C)=O):C:C(S(=O)(=O)O):C:2S(=O)(=O)O):C:C(S(=O)(=O)O):S:C:1N,471.14630903554814,16.24490626450663
1076,6,10,18,5,11,2453,13,19,18,15,CCOC(=O)C1:C:C(S(=O)(=O)[O][Na]):B:C(C#CC2(C(=O)[O][Na]):C:C(=C(C#N)C#N):S:C:C:2C(=O)OCC):C:1Cl,471.1143485412922,17.957765665306795
1689,9,22,25,25,2,4516,23,16,12,25,N=C1CC(C(=O)C=CC2:C:C(=N):C(=N):O:C:2S(=O)(=O)O)C(CN(CC(=O)O)CC(=O)O)C1O,471.10921738562956,16.764370141794654
2689,14,18,16,22,2,5177,26,7,16,7,CCOC(=O)C1:C:S(CN(CC(=O)O)CC(=O)O):C(S(=O)(=O)O):C:C:1C=CC(=O)S1(OC)CC(CN(CC(=O)O)CC(=O)O)CC1OC,471.1036206618672,21.874235964412765
658,4,11,19,22,11,6257,32,7,15,24,COS1(C#CC2:O:C(N):C(C(=O)[O][Na]):C:C:2S(=O)(=O)O)C(=C(C#N)C#N)NCC1C(C)C,471.09755929694154,20.918495892906428
3075,16,9,23,11,16,395,2,14,11,18,CCNC1:C(N(CC)CC):N:C(C=CC=CC=CC2:C:C(C(=O)OCC):C(N):C:C:2C(=O)O):C:N:1N,471.04310092549315,26.147556580789836
1131,6,9,17,6,2,5707,29,25,1,19,CCN(CC)C1:B:C(C=CC(=O)[SH]2(=N)NC(N(C)C)CC2C(=O)[O][Na]):C([N+](=O)O):C(C(F)(F)F):C:1,470.98492463196715,14.446171113739663
8670,44,17,9,6,15,6401,33,3,9,15,CCN(CC)C1:C(C(F)(F)F):S:N:C(C=CC=CCC2(C)CC(=C(C#N)C#N)[SH](N(CC)CC)C2):C:1[N+](=O)O,470.9808046783893,21.5644370811046
495,3,23,1,14,8,4108,21,17,24,12,CCNN1:C:C:C(N(C)C):C(C(=O)O):C:1=CC=S1(C(F)(F)F):C:C:S(C(C)C):C(O):C:1,470.9787991784303,12.206619385315477
595,3,5,19,17,11,6450,33,18,20,1,CCOC(=O)C1C(C#CC2:C(C(F)(F)F):C:C(C(=O)[O][Na]):C:N:2Cl)CC(N(C)C)[SH]1[O][Na],470.9745134059498,16.53490147708926
2694,14,24,7,26,20,7486,38,8,9,12,CCN(CC)[SH]1CC(O)CC1(C=CC(C)=CC1:C:C(C(C)C):S(OC):C(=O):C:1)N=O,470.9662262173978,23.387804566617177
2904,15,5,6,10,19,8610,44,2,18,16,CCOC(=O)C1:C(CN(CC(=O)O)CC(=O)O):C:C:N(C(=N)C2:C(Cl):S:C:C([N+](=O)O):C:2S(=O)(=O)[O][Na]):S:1[SH](=O)=O,470.9030429456924,36.5218739972478
4112,21,25,24,16,4,6987,35,4,16,12,CCC1C(C=CC2:S:C(=N):C(C(C)C):S:C:2CN(CC(=O)O)CC(=O)O)C(O)CN1CN(CC(=O)O)CC(=O)O,470.8998214996407,23.091897111390693
565,3,17,22,6,15,4637,24,20,22,6,O=[N+](O)C1:C(S(=O)(=O)O):C:C(C(F)(F)F):N:C:1C=CC=CCN1CC([O][Na])C(S(=O)(=O)O)C1[N+](=O)O,470.88370708907576,20.767328845216923
7485,38,14,16,12,15,8824,45,14,16,26,O=C(O)CN(CC(=O)O)CC1:C:C(=O):C:S(CC=CC=CC2C(O)C[SH](CN(CC(=O)O)CC(=O)O)C2C(=O)O):S:1C(=O)O,470.7971865916861,29.457865017972477
3576,18,22,3,8,1,4056,21,17,9,12,CCN(CC)C1:C(C(F)(F)F):S(N=NC2:N:C:C(S(=O)(=O)O):S(C):C:2N=O):C:C:S:1O,470.7628759660259,14.95001738997057
7442,38,6,18,1,14,4591,23,10,10,26,CCOC(=O)[SH]1CC(N(C)C)C(OC2(S(=O)(=O)[O][Na])CCC(=O)C2S(=O)(=O)[O][Na])C1[N+](=O)O,470.66437250930375,28.467746887182276
2241,12,15,6,18,14,1847,10,23,22,10,CCNC1(OC2:C:C(C(=O)OCC):C([N+](=O)O):N:C:2=C(C#N)C#N):C:C:N(S(=O)(=O)[O][Na]):C:C:1S(=O)(=O)O,470.6265848776188,31.055247256264575
389,2,22,1,19,6,8827,45,7,19,25,COS1:C(C(=O)[O][Na]):C(=N):C:C:S:1=CC1:C:C(C(=O)[O][Na]):C:C(N(C)C):C:1S(=O)(=O)O,470.6251379696975,18.62841529993765
6261,32,13,23,16,2,7477,38,2,23,11,CCNC1CSC(C(=O)C=CC2(CN(CC(=O)O)CC(=O)O)CNC(NCC)[SH]2NC(C)=O)([SH](=O)=O)C1N,470.6142195110753,33.971735670925746
5378,27,21,24,19,11,6471,33,6,12,2,CC(C)C1C(C(=O)[O][Na])C(C#CC2([N+](=O)O)CC([SH](=O)=O)[SH](O)C2)NN1Br,470.568475110498,20.1143566655916
2669,14,16,18,25,9,1463,8,9,20,5,CCOC(=O)S1:C(CN(CC(=O)O)CC(=O)O):C:C(C2(N(CC)CC):C:O:C([O][Na]):C(Cl):C:2):C:C:1=N,470.5308113403993,17.362047525584682
2733,14,13,21,8,20,2078,11,1,12,21,CC(=O)NS1:C:C:C(C=C(C)C=CC2(N(C)C):C:C:C(Br):N:C:2O):C(N=O):C:1Br,470.46753653415334,21.109709891801476
6369,32,23,14,2,15,5191,26,16,3,24,CCNC1SC(C=CC=CC[SH]2C(C(C)C)CC(C)C2CN(CC(=O)O)CC(=O)O)([SH](=O)=O)CN1C(=O)O,470.4638232023889,14.166306851821721
2038,11,10,22,19,12,2293,12,8,14,6,O=NC1(C#CC#CC2:C(S(=O)(=O)[O][Na]):C:N:C(S(=O)(=O)O):C:2C(=O)[O][Na]):C:C:C:C([N+](=O)O):N:1C(=O)O,470.4602482199093,19.82621185092355
5582,28,5,19,13,19,6273,32,1,22,25,CC(=O)NC1(C(=N)[SH]2C(=N)C(S(=O)(=O)O)NC2N(C)C)ON(Cl)CC1C(=O)[O][Na],470.4222640102761,27.35299696430719
506,3,11,15,1,18,7486,38,8,9,12,CCN(CC)[SH]1CC(O)CC1(CNC1:C(N(C)C):C:C:C(=C(C#N)C#N):N:1N)N=O,470.39904050627166,26.739463129389968
8256,42,18,19,9,1,2096,11,23,9,8,CCNC1(N=NC2:O:S(C(=O)OCC):C:C(C(=O)[O][Na]):C:2N(CC)CC):C:C:C(N=O):N(N(CC)CC):C:1,470.3922671441598,28.490389963033607
4856,25,11,10,22,4,5096,26,9,6,2,CCN(CC)S1(C=CC2(S(=O)(=O)O)CC(S(=O)(=O)[O][Na])C(N)O2)C([N+](=O)O)CCC1[SH](=O)=O,470.3878705616721,27.737937326962154
6525,33,26,21,17,13,5652,29,7,8,7,COC1CCS(C=CC=CC2(C(F)(F)F)C[SH](Br)CC2=O)(OC)N1N=O,470.37246927319245,18.34018998408926
1032,6,6,16,18,4,370,2,24,20,16,CCOC(=O)C1:C:C(C=CC2:C:C(CN(CC(=O)O)CC(=O)O):C:C([O][Na]):C:2C(C)C):B:C([N+](=O)O):C:1CN(CC(=O)O)CC(=O)O,470.36316808166373,11.16577768245064
2865,15,22,26,11,17,7555,38,10,2,19,NC1:C:C(C=CC=CC=CC=CC2CC(C(=O)[O][Na])C([SH](=O)=O)[SH]2S(=O)(=O)[O][Na]):C:S(S(=O)(=O)O):C:1=O,470.3388298509143,25.003896298680896
6318,32,16,11,7,4,4036,21,24,22,23,CCNS1:C:C:S(C=CC2C(OC)NC(N)[SH]2CN(CC(=O)O)CC(=O)O):C(C(C)C):C:1S(=O)(=O)O,470.3077496489685,13.06909490693681
5779,29,1,11,20,18,2602,14,7,14,13,COC1:C(CNC2([O][Na])CCN(N)[SH]2N(C)C):C:C:C(NC(C)=O):S:1C(=O)O,470.27721110752253,21.23538607033232
2425,13,7,8,7,13,9402,48,25,19,11,COC1:S:C:C(N=O):C(OC):C:1C=CC=C[SH]1(=N)CC(N)[SH](C(=O)[O][Na])C1,470.2374890266468,26.957738391477488
5759,29,17,11,20,2,1172,6,10,8,22,NC1CC(C=CC(=O)B2:C:C(S(=O)(=O)O):C:C(N=O):C:2S(=O)(=O)[O][Na])([O][Na])SN1C(F)(F)F,470.2038147451716,21.616652130939844
6374,32,10,12,23,5,6293,32,8,21,12,CCNC1NC(O)[SH](S(=O)(=O)[O][Na])C1N=S1CN(N=O)C(Br)C1O,470.19294463283194,23.747967851106047
1675,9,23,2,25,2,2816,15,8,20,7,CCNC1:O:C([SH](=O)=O):C:C(=N):C:1C=CC(=O)C1(N=O):C:C:C(OC):C([O][Na]):S:1,470.1868234192996,22.727659517416487
1773,9,15,14,14,20,456,3,3,21,8,CC(C=CN1:C:C(N=O):C:C(Br):C:1C)=CC1:C:C(C(=O)O):C(C(=O)O):O:C:1=C(C#N)C#N,470.18350166343623,14.421585952542886
864,5,13,11,7,12,5189,26,15,15,3,COC1:C(N):C:C(NC(C)=O):S:C:1C#CC#C[SH]1C(=C(C#N)C#N)C(=C(C#N)C#N)CC1C,470.1665573443077,18.727273564022582
391,2,4,24,6,13,4071,21,5,2,10,CCC1:C(C=CC=CS2(Cl):C:C:S:C(S(=O)(=O)[O][Na]):C:2[SH](=O)=O):C:C:C([N+](=O)O):C:1C(C)C,470.16079352105163,7.104947100724452
6100,31,10,21,5,18,1946,10,18,13,15,CCOC(=O)C1(CNC2(Cl)CN(Br)C(S(=O)(=O)[O][Na])O2):C:C(=C(C#N)C#N):N:C:C:1NC(C)=O,470.15491283809996,24.13845728194186
6461,33,10,8,13,2,9547,48,2,14,19,CC(=O)NC1C(C=CC(=O)S2([SH](=O)=O)CC(C(=O)[O][Na])[SH](C(=O)O)C2)C(S(=O)(=O)[O][Na])C[SH]1N=O,470.1234987333677,32.30913550087602
5956,30,5,9,3,11,4047,21,13,4,14,CCC1:C(NC(C)=O):S(C#CC2NC(Cl)N(N(CC)CC)C2C):C:C:S:1C(=O)O,470.12264099111763,10.711871302636338
8451,43,23,9,19,10,4001,21,17,9,8,CCNN1:N:C(=S2:C:C(N=O):S(N(CC)CC):C(C(F)(F)F):C:2):C(C(=O)[O][Na]):C:C:1N(CC)CC,470.0817249027418,14.580016644563258
4403,23,18,26,5,3,7214,37,21,21,8,CCOC(=O)C1CCC(Cl)(C=CC(=O)CC(=O)C=CC2C(Br)OC(Br)C2N=O)C1=O,470.068865057253,18.290787712997464
5843,30,14,12,19,19,4369,22,26,19,4,CCC1=C(C(=N)C2NC(C(=O)O)N(O)C2C(=O)[O][Na])C(=O)C=C1C(=O)[O][Na],470.0252090219428,24.140217011752856
2347,12,19,12,10,12,1874,10,4,6,19,CCC1(C#CC#CC2:C:C(S(=O)(=O)[O][Na]):C(O):N:C:2C(=O)[O][Na]):C:C:N(C(=O)[O][Na]):C([N+](=O)O):C:1,470.01868662640146,15.294200012349359
2731,14,9,20,12,18,5175,26,25,8,17,CCN(CC)C1:C(NC[SH]2CC(C(F)(F)F)C(N=O)C2=N):C:C(O):S:C:1[O][Na],469.986942318381,22.170236929313784
1842,10,22,14,13,16,388,2,21,15,11,CC(=O)NN1:C:C(C=CC=CC=CC2(Br):C:C:C:C(N):C:2=C(C#N)C#N):C:C(S(=O)(=O)O):C:1C(=O)O,469.9467246301464,26.85175469939705
6456,33,19,19,14,11,2128,11,3,1,1,CN(C)C1:C:C:C(C)(C#CC2C(C(=O)O)SC(C(=O)[O][Na])C2C(=O)[O][Na]):C:N:1N(C)C,469.93316024134185,22.280141567062618
1591,8,3,1,9,13,6678,34,16,1,18,CCOC(=O)C1CCC(C=CC=CC2:C:C(C):O:C(N(C)C):C:2N(CC)CC)(CN(CC(=O)O)CC(=O)O)N1N(C)C,469.9197842084136,21.569759951512626
1912,10,1,9,5,19,6703,34,2,19,11,CCN(CC)C1:C:C(N(C)C):C(C(=N)C2([SH](=O)=O)NC(C(=O)[O][Na])CC2N):C(Cl):N:1,469.91494259124556,12.820125528568129
9211,47,18,6,8,13,5744,29,11,16,11,CCOC(=O)C1:O:C(C=CC=CS2(N)CC(N)C(CN(CC(=O)O)CC(=O)O)N2):C:C(N=O):S:1[N+](=O)O,469.9142049690983,35.613722558178246
6015,31,13,22,20,1,4039,21,5,3,23,CCNC1:C:S(N=NC2OC(NC(C)=O)N(S(=O)(=O)O)C2[O][Na]):C(Cl):C:S:1C,469.9120604534287,18.01075794985287
6514,33,3,25,4,11,298,2,10,15,12,CCC1(C#CC2:C:C:C(O):C(=C(C#N)C#N):C:2S(=O)(=O)[O][Na])C(=N)SCC1C,469.90220467614256,33.19108477432683
1258,7,22,14,22,8,5717,29,7,9,9,CCN(CC)C1CN(N(CC)CC)[SH](=CC=C2:C:O:C(S(=O)(=O)O):C(C(=O)O):C:2S(=O)(=O)O)(OC)C1,469.8939332828862,20.469253939259506
6574,33,18,23,17,9,9589,48,8,24,10,CCN[SH]1CC(C(F)(F)F)(S2(N=O)C[SH](C(C)C)CC2S(=O)(=O)[O][Na])CC1C(=O)OCC,469.882265620419,18.94660934382246
1216,7,10,24,18,14,2419,13,9,11,22,CCOC(=O)C1:O:C(C(C)C):C:C(S(=O)(=O)[O][Na]):C:1OC1:C:C(S(=O)(=O)O):S:C(N):C:1N(CC)CC,469.86618227336623,25.015424376316577
2847,15,24,18,10,14,2971,15,18,12,15,CCOC(=O)C1:C(S(=O)(=O)[O][Na]):C:C(OC2:C:C(=C(C#N)C#N):C:C(O):S:2C(=O)OCC):C:S:1C(C)C,469.8642317511819,17.93470425620168
5512,28,20,19,12,1,4669,24,8,17,5,O=NC1CC(C(F)(F)F)C(Cl)N1N=NC1ON([O][Na])C(C(=O)[O][Na])C1O,469.8634306500868,22.706751133602893
8690,44,15,9,2,13,355,2,13,13,8,CCN(CC)C1:C:S(=C(C#N)C#N):N:C(C=CC=CC2(NC(C)=O):C:C:C(NC(C)=O):C(N=O):C:2):C:1[SH](=O)=O,469.8141331610521,15.249231125102055
6122,31,24,12,9,15,4119,21,22,11,15,CCN(CC)C1(C=CC=CCS2(S(=O)(=O)O):C:C(N):S:C(=C(C#N)C#N):C:2)OCN(C(C)C)C1O,469.789156543712,42.416753387701874
